program,provnamn,skol_kod,andel_e
Restaurang- och livsmedelsprogrammet,Matematik 1A,66132676,"41,7"
Barn- och fritidsprogrammet,Matematik 1A,80762863,"54,5"
Vård- och omsorgsprogrammet,Matematik 1A,80762863,"50,0"
Hantverksprogrammet,Matematik 1A,77688926,"69,2"
VVS- och fastighetsprogrammet,Matematik 1A,14508922,"58,3"
Bygg- och anläggningsprogrammet,Matematik 1A,69629086,"44,2"
El- och energiprogrammet,Matematik 1A,69629086,"53,5"
Fordons- och transportprogrammet,Matematik 1A,69629086,..
Naturbruksprogrammet,Matematik 1A,88624631,"50,0"
Naturbruksprogrammet,Matematik 1A,35390185,..
Barn- och fritidsprogrammet,Matematik 1A,31657916,..
Bygg- och anläggningsprogrammet,Matematik 1A,31657916,..
El- och energiprogrammet,Matematik 1A,31657916,..
Fordons- och transportprogrammet,Matematik 1A,31657916,..
Handels- och administrationsprogrammet,Matematik 1A,31657916,..
Sjöfartsutbildningen,Matematik 1A,31657916,..
Vård- och omsorgsprogrammet,Matematik 1A,31657916,..
Handels- och administrationsprogrammet,Matematik 1A,54606928,"45,5"
Fordons- och transportprogrammet,Matematik 1A,46241804,"72,7"
Vård- och omsorgsprogrammet,Matematik 1A,48931433,"42,1"
Hantverksprogrammet,Matematik 1A,97270136,"63,6"
Restaurang- och livsmedelsprogrammet,Matematik 1A,97270136,..
El- och energiprogrammet,Matematik 1A,19909435,"43,8"
Industritekniska programmet,Matematik 1A,19909435,..
Barn- och fritidsprogrammet,Matematik 1A,96024712,"68,0"
Hantverksprogrammet,Matematik 1A,96024712,..
Vård- och omsorgsprogrammet,Matematik 1A,96024712,"40,0"
Bygg- och anläggningsprogrammet,Matematik 1A,40829056,"100,0"
Fordons- och transportprogrammet,Matematik 1A,40829056,.
Handels- och administrationsprogrammet,Matematik 1A,40829056,"50,0"
Hantverksprogrammet,Matematik 1A,40829056,..
Naturbruksprogrammet,Matematik 1A,40829056,..
Vård- och omsorgsprogrammet,Matematik 1A,40829056,.
Bygg- och anläggningsprogrammet,Matematik 1A,85800840,"39,5"
El- och energiprogrammet,Matematik 1A,85800840,"37,5"
Fordons- och transportprogrammet,Matematik 1A,85800840,"64,3"
VVS- och fastighetsprogrammet,Matematik 1A,85800840,..
Naturbruksprogrammet,Matematik 1A,65662401,"33,8"
Barn- och fritidsprogrammet,Matematik 1A,38645259,..
Bygg- och anläggningsprogrammet,Matematik 1A,38645259,..
El- och energiprogrammet,Matematik 1A,38645259,..
Fordons- och transportprogrammet,Matematik 1A,38645259,..
Handels- och administrationsprogrammet,Matematik 1A,38645259,..
Industritekniska programmet,Matematik 1A,38645259,..
VVS- och fastighetsprogrammet,Matematik 1A,38645259,..
Vård- och omsorgsprogrammet,Matematik 1A,38645259,..
Handels- och administrationsprogrammet,Matematik 1A,87207941,"72,0"
Handels- och administrationsprogrammet,Matematik 1A,11673760,"31,8"
Hotell- och turismprogrammet,Matematik 1A,11673760,"46,7"
Restaurang- och livsmedelsprogrammet,Matematik 1A,11673760,"31,8"
Vård- och omsorgsprogrammet,Matematik 1A,11673760,"39,1"
Vård- och omsorgsprogrammet,Matematik 1A,63791419,..
Industritekniska programmet,Matematik 1A,39805497,..
Fordons- och transportprogrammet,Matematik 1A,83829189,"66,7"
Hotell- och turismprogrammet,Matematik 1A,83829189,"57,1"
Industritekniska programmet,Matematik 1A,83829189,"50,0"
Restaurang- och livsmedelsprogrammet,Matematik 1A,83829189,..
Barn- och fritidsprogrammet,Matematik 1A,46145886,..
Bygg- och anläggningsprogrammet,Matematik 1A,46145886,"37,5"
El- och energiprogrammet,Matematik 1A,46145886,"50,0"
Hantverksprogrammet,Matematik 1A,46145886,..
Vård- och omsorgsprogrammet,Matematik 1A,46145886,..
Flygteknikutbildningen,Matematik 1A,43649848,"22,7"
Naturbruksprogrammet,Matematik 1A,75344502,"40,6"
Fordons- och transportprogrammet,Matematik 1A,97064126,..
Handels- och administrationsprogrammet,Matematik 1A,97064126,..
Vård- och omsorgsprogrammet,Matematik 1A,97064126,..
Naturbruksprogrammet,Matematik 1A,32580162,..
Barn- och fritidsprogrammet,Matematik 1A,48722826,..
El- och energiprogrammet,Matematik 1A,48722826,..
Fordons- och transportprogrammet,Matematik 1A,48722826,..
Handels- och administrationsprogrammet,Matematik 1A,48722826,..
Hantverksprogrammet,Matematik 1A,48722826,..
Industritekniska programmet,Matematik 1A,48722826,..
Vård- och omsorgsprogrammet,Matematik 1A,48722826,..
Bygg- och anläggningsprogrammet,Matematik 1A,71571158,..
Fordons- och transportprogrammet,Matematik 1A,71571158,..
El- och energiprogrammet,Matematik 1A,53691739,"65,5"
Barn- och fritidsprogrammet,Matematik 1A,97596286,"32,4"
Hantverksprogrammet,Matematik 1A,97596286,..
Vård- och omsorgsprogrammet,Matematik 1A,97596286,"45,0"
Barn- och fritidsprogrammet,Matematik 1A,67554405,"35,7"
Handels- och administrationsprogrammet,Matematik 1A,67554405,..
Hantverksprogrammet,Matematik 1A,67554405,"38,9"
Vård- och omsorgsprogrammet,Matematik 1A,67554405,"28,0"
Bygg- och anläggningsprogrammet,Matematik 1A,86473502,..
Handels- och administrationsprogrammet,Matematik 1A,86473502,..
Hantverksprogrammet,Matematik 1A,86473502,..
Naturbruksprogrammet,Matematik 1A,86473502,..
VVS- och fastighetsprogrammet,Matematik 1A,86473502,..
Vård- och omsorgsprogrammet,Matematik 1A,86473502,.
Bygg- och anläggningsprogrammet,Matematik 1A,58368956,"33,9"
Fordons- och transportprogrammet,Matematik 1A,73567152,"35,4"
VVS- och fastighetsprogrammet,Matematik 1A,73567152,..
Naturbruksprogrammet,Matematik 1A,61547652,"62,5"
Naturbruksprogrammet,Matematik 1A,62490359,"50,0"
Naturbruksprogrammet,Matematik 1A,64725297,"41,7"
Naturbruksprogrammet,Matematik 1A,43362941,"42,1"
Barn- och fritidsprogrammet,Matematik 1A,23350817,..
Bygg- och anläggningsprogrammet,Matematik 1A,23350817,..
Fordons- och transportprogrammet,Matematik 1A,23350817,..
Handels- och administrationsprogrammet,Matematik 1A,23350817,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,23350817,..
Barn- och fritidsprogrammet,Matematik 1A,23457902,..
Bygg- och anläggningsprogrammet,Matematik 1A,23457902,..
Handels- och administrationsprogrammet,Matematik 1A,23457902,..
Hantverksprogrammet,Matematik 1A,23457902,..
Naturbruksprogrammet,Matematik 1A,23457902,..
VVS- och fastighetsprogrammet,Matematik 1A,23457902,..
Naturbruksprogrammet,Matematik 1A,27597104,"47,4"
Barn- och fritidsprogrammet,Matematik 1A,70969556,..
El- och energiprogrammet,Matematik 1A,70969556,"56,3"
Fordons- och transportprogrammet,Matematik 1A,70969556,..
Hotell- och turismprogrammet,Matematik 1A,70969556,..
Vård- och omsorgsprogrammet,Matematik 1A,70969556,..
Barn- och fritidsprogrammet,Matematik 1A,25025681,"60,0"
Handels- och administrationsprogrammet,Matematik 1A,49488344,..
El- och energiprogrammet,Matematik 1A,74408578,"25,9"
Bygg- och anläggningsprogrammet,Matematik 1A,86724994,"43,2"
El- och energiprogrammet,Matematik 1A,86724994,"52,0"
Fordons- och transportprogrammet,Matematik 1A,86724994,"53,8"
Industritekniska programmet,Matematik 1A,86724994,..
VVS- och fastighetsprogrammet,Matematik 1A,86724994,..
Hantverksprogrammet,Matematik 1A,86158933,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,86158933,"43,8"
Barn- och fritidsprogrammet,Matematik 1A,14102256,"26,1"
Handels- och administrationsprogrammet,Matematik 1A,14102256,..
Hotell- och turismprogrammet,Matematik 1A,14102256,..
Vård- och omsorgsprogrammet,Matematik 1A,14102256,"24,1"
Bygg- och anläggningsprogrammet,Matematik 1A,36072799,..
Hantverksprogrammet,Matematik 1A,36072799,"38,7"
Restaurang- och livsmedelsprogrammet,Matematik 1A,36072799,..
Bygg- och anläggningsprogrammet,Matematik 1A,61432781,"39,3"
Fordons- och transportprogrammet,Matematik 1A,61432781,"63,6"
Restaurang- och livsmedelsprogrammet,Matematik 1A,78287294,"53,8"
VVS- och fastighetsprogrammet,Matematik 1A,78287294,"29,4"
El- och energiprogrammet,Matematik 1A,74316305,"33,3"
Flygteknikutbildningen,Matematik 1A,74316305,"53,3"
Barn- och fritidsprogrammet,Matematik 1A,39096170,"33,3"
Vård- och omsorgsprogrammet,Matematik 1A,99279503,"31,7"
Barn- och fritidsprogrammet,Matematik 1A,69240218,"35,3"
Bygg- och anläggningsprogrammet,Matematik 1A,14057258,..
Fordons- och transportprogrammet,Matematik 1A,14057258,"40,9"
Handels- och administrationsprogrammet,Matematik 1A,43313366,"57,1"
Bygg- och anläggningsprogrammet,Matematik 1A,81551726,..
Fordons- och transportprogrammet,Matematik 1A,81551726,..
Hantverksprogrammet,Matematik 1A,81551726,..
VVS- och fastighetsprogrammet,Matematik 1A,81551726,..
El- och energiprogrammet,Matematik 1A,77823650,"55,6"
Naturbruksprogrammet,Matematik 1A,77823650,"65,0"
Fordons- och transportprogrammet,Matematik 1A,52634142,"43,5"
Naturbruksprogrammet,Matematik 1A,52634142,"53,1"
Naturbruksprogrammet,Matematik 1A,32705515,"52,6"
Restaurang- och livsmedelsprogrammet,Matematik 1A,32705515,"40,0"
Barn- och fritidsprogrammet,Matematik 1A,60214465,..
Fordons- och transportprogrammet,Matematik 1A,70137084,..
Vård- och omsorgsprogrammet,Matematik 1A,21901328,..
Barn- och fritidsprogrammet,Matematik 1A,23306658,..
Industritekniska programmet,Matematik 1A,23306658,..
Naturbruksprogrammet,Matematik 1A,23306658,"31,8"
Bygg- och anläggningsprogrammet,Matematik 1A,57350392,..
Bygg- och anläggningsprogrammet,Matematik 1A,92651253,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,31740319,"35,0"
Vård- och omsorgsprogrammet,Matematik 1A,31740319,"53,8"
Bygg- och anläggningsprogrammet,Matematik 1A,82826083,"35,7"
VVS- och fastighetsprogrammet,Matematik 1A,82826083,"41,7"
Industritekniska programmet,Matematik 1A,12954099,"71,4"
El- och energiprogrammet,Matematik 1A,80931789,"68,2"
Flygteknikutbildningen,Matematik 1A,84098842,"35,7"
Bygg- och anläggningsprogrammet,Matematik 1A,26167236,"57,1"
Fordons- och transportprogrammet,Matematik 1A,26167236,..
Handels- och administrationsprogrammet,Matematik 1A,26167236,..
Hantverksprogrammet,Matematik 1A,26167236,..
Hotell- och turismprogrammet,Matematik 1A,26167236,..
Industritekniska programmet,Matematik 1A,26167236,..
VVS- och fastighetsprogrammet,Matematik 1A,26167236,..
Hantverksprogrammet,Matematik 1A,64648904,"54,5"
Barn- och fritidsprogrammet,Matematik 1A,63035915,"53,1"
Bygg- och anläggningsprogrammet,Matematik 1A,63035915,"42,9"
El- och energiprogrammet,Matematik 1A,63035915,"26,1"
Handels- och administrationsprogrammet,Matematik 1A,63035915,"50,0"
Restaurang- och livsmedelsprogrammet,Matematik 1A,63035915,..
VVS- och fastighetsprogrammet,Matematik 1A,63035915,"52,4"
Vård- och omsorgsprogrammet,Matematik 1A,63035915,..
Fordons- och transportprogrammet,Matematik 1A,28848709,..
Hantverksprogrammet,Matematik 1A,53896162,"53,3"
Naturbruksprogrammet,Matematik 1A,56211717,..
Industritekniska programmet,Matematik 1A,49168016,.
Bygg- och anläggningsprogrammet,Matematik 1A,32042066,..
El- och energiprogrammet,Matematik 1A,32042066,..
Vård- och omsorgsprogrammet,Matematik 1A,32042066,"72,7"
Barn- och fritidsprogrammet,Matematik 1A,92814975,..
Bygg- och anläggningsprogrammet,Matematik 1A,92814975,..
El- och energiprogrammet,Matematik 1A,92814975,..
Industritekniska programmet,Matematik 1A,92814975,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,92814975,..
Fordons- och transportprogrammet,Matematik 1A,28770304,"100,0"
El- och energiprogrammet,Matematik 1A,69063711,..
Hantverksprogrammet,Matematik 1A,69063711,..
Handels- och administrationsprogrammet,Matematik 1A,77609073,"45,0"
Hotell- och turismprogrammet,Matematik 1A,77609073,"50,0"
Hantverksprogrammet,Matematik 1A,35894996,"28,6"
Vård- och omsorgsprogrammet,Matematik 1A,35894996,"53,8"
Fordons- och transportprogrammet,Matematik 1A,17119840,..
VVS- och fastighetsprogrammet,Matematik 1A,17119840,..
Hantverksprogrammet,Matematik 1A,68748767,..
El- och energiprogrammet,Matematik 1A,52129378,"34,5"
Bygg- och anläggningsprogrammet,Matematik 1A,98541468,..
Barn- och fritidsprogrammet,Matematik 1A,25648215,..
Bygg- och anläggningsprogrammet,Matematik 1A,25648215,..
Handels- och administrationsprogrammet,Matematik 1A,25648215,.
Industritekniska programmet,Matematik 1A,25648215,..
VVS- och fastighetsprogrammet,Matematik 1A,25648215,..
Vård- och omsorgsprogrammet,Matematik 1A,25648215,"50,0"
El- och energiprogrammet,Matematik 1A,61823258,..
Fordons- och transportprogrammet,Matematik 1A,61823258,..
Hantverksprogrammet,Matematik 1A,61823258,..
Naturbruksprogrammet,Matematik 1A,61823258,..
El- och energiprogrammet,Matematik 1A,68006362,"49,2"
VVS- och fastighetsprogrammet,Matematik 1A,68006362,"53,3"
Vård- och omsorgsprogrammet,Matematik 1A,68006362,"47,4"
Fordons- och transportprogrammet,Matematik 1A,76007769,"56,5"
Restaurang- och livsmedelsprogrammet,Matematik 1A,76007769,..
Hantverksprogrammet,Matematik 1A,80376589,..
Bygg- och anläggningsprogrammet,Matematik 1A,67752682,"60,0"
El- och energiprogrammet,Matematik 1A,67752682,"63,2"
Hantverksprogrammet,Matematik 1A,67752682,..
Fordons- och transportprogrammet,Matematik 1A,47884009,"50,0"
Industritekniska programmet,Matematik 1A,47884009,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,47884009,"28,6"
Barn- och fritidsprogrammet,Matematik 1A,44672598,..
El- och energiprogrammet,Matematik 1A,44672598,"63,6"
Bygg- och anläggningsprogrammet,Matematik 1A,75340089,"44,8"
Fordons- och transportprogrammet,Matematik 1A,75340089,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,75340089,..
Vård- och omsorgsprogrammet,Matematik 1A,75340089,..
Fordons- och transportprogrammet,Matematik 1A,36670439,..
Industritekniska programmet,Matematik 1A,36670439,..
Vård- och omsorgsprogrammet,Matematik 1A,36670439,"50,0"
Barn- och fritidsprogrammet,Matematik 1A,22220001,..
Bygg- och anläggningsprogrammet,Matematik 1A,22220001,"21,7"
El- och energiprogrammet,Matematik 1A,22220001,..
Handels- och administrationsprogrammet,Matematik 1A,22220001,"50,0"
Naturbruksprogrammet,Matematik 1A,97090958,"45,8"
Fordons- och transportprogrammet,Matematik 1A,15100079,"42,9"
Handels- och administrationsprogrammet,Matematik 1A,15100079,..
Industritekniska programmet,Matematik 1A,55421481,..
Vård- och omsorgsprogrammet,Matematik 1A,99356671,"25,0"
Barn- och fritidsprogrammet,Matematik 1A,71353314,..
El- och energiprogrammet,Matematik 1A,72891848,..
Fordons- och transportprogrammet,Matematik 1A,72891848,..
Handels- och administrationsprogrammet,Matematik 1A,72891848,..
Hotell- och turismprogrammet,Matematik 1A,72891848,..
VVS- och fastighetsprogrammet,Matematik 1A,72891848,..
Vård- och omsorgsprogrammet,Matematik 1A,72891848,.
Hotell- och turismprogrammet,Matematik 1A,22426680,..
Fordons- och transportprogrammet,Matematik 1A,83805032,..
Barn- och fritidsprogrammet,Matematik 1A,69471748,"57,1"
Restaurang- och livsmedelsprogrammet,Matematik 1A,69471748,..
Hantverksprogrammet,Matematik 1A,14278480,..
El- och energiprogrammet,Matematik 1A,43284031,"65,4"
Naturbruksprogrammet,Matematik 1A,43284031,"50,0"
Barn- och fritidsprogrammet,Matematik 1A,13963517,..
Bygg- och anläggningsprogrammet,Matematik 1A,13963517,..
El- och energiprogrammet,Matematik 1A,13963517,..
Hotell- och turismprogrammet,Matematik 1A,13963517,..
Bygg- och anläggningsprogrammet,Matematik 1A,31255918,"44,0"
El- och energiprogrammet,Matematik 1A,31255918,"30,0"
Fordons- och transportprogrammet,Matematik 1A,31255918,"66,7"
Restaurang- och livsmedelsprogrammet,Matematik 1A,31255918,..
Handels- och administrationsprogrammet,Matematik 1A,51955293,"24,1"
Vård- och omsorgsprogrammet,Matematik 1A,51955293,"29,4"
Fordons- och transportprogrammet,Matematik 1A,35035671,..
Handels- och administrationsprogrammet,Matematik 1A,12130801,..
Hantverksprogrammet,Matematik 1A,12130801,..
Hantverksprogrammet,Matematik 1A,51736304,..
Bygg- och anläggningsprogrammet,Matematik 1A,53180719,..
El- och energiprogrammet,Matematik 1A,53180719,..
Fordons- och transportprogrammet,Matematik 1A,53180719,..
Handels- och administrationsprogrammet,Matematik 1A,53180719,..
Hantverksprogrammet,Matematik 1A,53180719,.
Industritekniska programmet,Matematik 1A,53180719,..
VVS- och fastighetsprogrammet,Matematik 1A,53180719,..
Vård- och omsorgsprogrammet,Matematik 1A,53180719,"54,5"
El- och energiprogrammet,Matematik 1A,27489137,"20,8"
Industritekniska programmet,Matematik 1A,15609112,..
Barn- och fritidsprogrammet,Matematik 1A,68655578,..
Bygg- och anläggningsprogrammet,Matematik 1A,68655578,..
Handels- och administrationsprogrammet,Matematik 1A,68741484,..
Vård- och omsorgsprogrammet,Matematik 1A,68741484,..
Naturbruksprogrammet,Matematik 1A,56267421,"50,0"
Naturbruksprogrammet,Matematik 1A,34990065,"40,0"
El- och energiprogrammet,Matematik 1A,37054246,"53,8"
Handels- och administrationsprogrammet,Matematik 1A,41878314,..
Hantverksprogrammet,Matematik 1A,41878314,..
El- och energiprogrammet,Matematik 1A,22383788,"39,3"
El- och energiprogrammet,Matematik 1A,75324351,..
Fordons- och transportprogrammet,Matematik 1A,21862642,..
Bygg- och anläggningsprogrammet,Matematik 1A,61229217,"53,3"
El- och energiprogrammet,Matematik 1A,61229217,"46,2"
Fordons- och transportprogrammet,Matematik 1A,61229217,..
Naturbruksprogrammet,Matematik 1A,42517257,"30,3"
El- och energiprogrammet,Matematik 1A,17184072,..
Industritekniska programmet,Matematik 1A,17184072,..
Barn- och fritidsprogrammet,Matematik 1A,40338843,..
Bygg- och anläggningsprogrammet,Matematik 1A,77440824,..
El- och energiprogrammet,Matematik 1A,77440824,..
Industritekniska programmet,Matematik 1A,77440824,..
Flygteknikutbildningen,Matematik 1A,71069359,"50,0"
Naturbruksprogrammet,Matematik 1A,86896907,"41,7"
Barn- och fritidsprogrammet,Matematik 1A,14292382,..
Bygg- och anläggningsprogrammet,Matematik 1A,14292382,..
El- och energiprogrammet,Matematik 1A,14292382,..
Naturbruksprogrammet,Matematik 1A,14292382,..
Vård- och omsorgsprogrammet,Matematik 1A,14292382,..
Barn- och fritidsprogrammet,Matematik 1A,87859089,..
El- och energiprogrammet,Matematik 1A,87859089,..
Fordons- och transportprogrammet,Matematik 1A,87859089,..
Bygg- och anläggningsprogrammet,Matematik 1A,54764253,"53,3"
Naturbruksprogrammet,Matematik 1A,54764253,"53,6"
Bygg- och anläggningsprogrammet,Matematik 1A,98908403,..
Barn- och fritidsprogrammet,Matematik 1A,24982097,.
Bygg- och anläggningsprogrammet,Matematik 1A,24982097,..
El- och energiprogrammet,Matematik 1A,24982097,"71,4"
Handels- och administrationsprogrammet,Matematik 1A,24982097,..
VVS- och fastighetsprogrammet,Matematik 1A,24982097,..
Naturbruksprogrammet,Matematik 1A,97104132,..
Barn- och fritidsprogrammet,Matematik 1A,68597767,..
El- och energiprogrammet,Matematik 1A,68597767,..
Restaurang- och livsmedelsprogrammet,Matematik 1A,68597767,..
Vård- och omsorgsprogrammet,Matematik 1A,68597767,.
Bygg- och anläggningsprogrammet,Matematik 1A,30706655,..
Fordons- och transportprogrammet,Matematik 1A,30706655,..
Handels- och administrationsprogrammet,Matematik 1A,30706655,..
Vård- och omsorgsprogrammet,Matematik 1A,65674821,"58,3"
Naturbruksprogrammet,Matematik 1A,46332927,"36,8"
Bygg- och anläggningsprogrammet,Matematik 1A,78690637,"36,0"
Fordons- och transportprogrammet,Matematik 1A,78690637,..
VVS- och fastighetsprogrammet,Matematik 1A,78690637,"37,5"
Bygg- och anläggningsprogrammet,Matematik 1A,24653673,..
Fordons- och transportprogrammet,Matematik 1A,24653673,"45,5"
Naturbruksprogrammet,Matematik 1A,86319615,"50,0"
Bygg- och anläggningsprogrammet,Matematik 1A,22446331,..
Fordons- och transportprogrammet,Matematik 1A,22446331,"26,3"
Naturbruksprogrammet,Matematik 1A,22446331,..
El- och energiprogrammet,Matematik 1A,26671095,"46,4"
El- och energiprogrammet,Matematik 1A,42911621,..
Industritekniska programmet,Matematik 1A,75027822,"41,7"
Barn- och fritidsprogrammet,Matematik 1A,26508763,..
Hantverksprogrammet,Matematik 1A,26508763,"38,1"
Hotell- och turismprogrammet,Matematik 1A,26508763,"41,7"
