program,provnamn,skol_kod,gnm_betp
hantverksprogrammet,engelska 5,82251333,..
vvs- och fastighetsprogrammet,engelska 5,82251333,"10,9"
vård- och omsorgsprogrammet,engelska 5,99864908,"10,0"
handels- och administrationsprogrammet,engelska 5,27106031,"12,7"
restaurang- och livsmedelsprogrammet,engelska 5,27106031,"12,0"
el- och energiprogrammet,engelska 5,59463950,"12,0"
industritekniska programmet,engelska 5,59463950,"11,4"
el- och energiprogrammet,engelska 5,63931325,"12,8"
fordons- och transportprogrammet,engelska 5,63931325,"12,4"
handels- och administrationsprogrammet,engelska 5,63931325,"14,6"
restaurang- och livsmedelsprogrammet,engelska 5,63931325,"12,6"
vård- och omsorgsprogrammet,engelska 5,63931325,..
el- och energiprogrammet,engelska 5,44586618,..
fordons- och transportprogrammet,engelska 5,44586618,..
handels- och administrationsprogrammet,engelska 5,44586618,..
handels- och administrationsprogrammet,engelska 5,57391913,"13,0"
restaurang- och livsmedelsprogrammet,engelska 5,57391913,..
el- och energiprogrammet,engelska 5,75374280,"11,4"
fordons- och transportprogrammet,engelska 5,75374280,..
industritekniska programmet,engelska 5,75374280,..
barn- och fritidsprogrammet,engelska 5,46148350,"4,1"
fordons- och transportprogrammet,engelska 5,46148350,"12,5"
handels- och administrationsprogrammet,engelska 5,46148350,"9,6"
industritekniska programmet,engelska 5,46148350,..
vård- och omsorgsprogrammet,engelska 5,46148350,"10,7"
el- och energiprogrammet,engelska 5,50133877,"12,7"
fordons- och transportprogrammet,engelska 5,50133877,..
barn- och fritidsprogrammet,engelska 5,49868916,"8,7"
vård- och omsorgsprogrammet,engelska 5,49868916,"8,0"
bygg- och anläggningsprogrammet,engelska 5,90240730,"11,3"
naturbruksprogrammet,engelska 5,90240730,..
barn- och fritidsprogrammet,engelska 5,84908877,..
fordons- och transportprogrammet,engelska 5,84908877,"11,0"
barn- och fritidsprogrammet,engelska 5,24277564,"12,0"
hantverksprogrammet,engelska 5,24277564,"12,1"
vård- och omsorgsprogrammet,engelska 5,24277564,..
naturbruksprogrammet,engelska 5,88956420,"14,5"
bygg- och anläggningsprogrammet,engelska 5,34002355,"8,4"
el- och energiprogrammet,engelska 5,34002355,"12,1"
fordons- och transportprogrammet,engelska 5,34002355,"10,0"
vvs- och fastighetsprogrammet,engelska 5,34002355,..
barn- och fritidsprogrammet,engelska 5,36355200,"14,2"
vård- och omsorgsprogrammet,engelska 5,36355200,"11,6"
bygg- och anläggningsprogrammet,engelska 5,96920524,"12,3"
handels- och administrationsprogrammet,engelska 5,96920524,"9,9"
vvs- och fastighetsprogrammet,engelska 5,96920524,..
fordons- och transportprogrammet,engelska 5,18217765,"10,9"
industritekniska programmet,engelska 5,60919765,"13,4"
bygg- och anläggningsprogrammet,engelska 5,14677676,"10,8"
naturbruksprogrammet,engelska 5,14677676,"11,0"
bygg- och anläggningsprogrammet,engelska 5,96152872,"12,5"
el- och energiprogrammet,engelska 5,96152872,"12,0"
hantverksprogrammet,engelska 5,96152872,"12,8"
industritekniska programmet,engelska 5,96152872,"12,7"
vård- och omsorgsprogrammet,engelska 5,77835341,"12,2"
handels- och administrationsprogrammet,engelska 5,70803636,"12,3"
restaurang- och livsmedelsprogrammet,engelska 5,70803636,"11,3"
handels- och administrationsprogrammet,engelska 5,23797825,"11,3"
hantverksprogrammet,engelska 5,44738639,"12,2"
vård- och omsorgsprogrammet,engelska 5,77712952,"11,9"
fordons- och transportprogrammet,engelska 5,92009807,"12,0"
el- och energiprogrammet,engelska 5,10433896,"14,0"
bygg- och anläggningsprogrammet,engelska 5,10342448,"11,9"
vvs- och fastighetsprogrammet,engelska 5,10342448,"8,0"
el- och energiprogrammet,engelska 5,43154449,"14,8"
el- och energiprogrammet,engelska 5,96194948,"13,0"
hantverksprogrammet,engelska 5,96194948,"10,6"
vvs- och fastighetsprogrammet,engelska 5,96194948,"10,5"
hantverksprogrammet,engelska 5,25955541,"11,3"
naturbruksprogrammet,engelska 5,25955541,"13,9"
barn- och fritidsprogrammet,engelska 5,88025221,"13,3"
restaurang- och livsmedelsprogrammet,engelska 5,14799321,"12,1"
barn- och fritidsprogrammet,engelska 5,56041699,"12,0"
vård- och omsorgsprogrammet,engelska 5,56041699,"9,3"
barn- och fritidsprogrammet,engelska 5,70955448,"12,4"
el- och energiprogrammet,engelska 5,68824244,"8,3"
industritekniska programmet,engelska 5,68824244,"10,0"
tågteknikutbildningen,engelska 5,68824244,..
bygg- och anläggningsprogrammet,engelska 5,90685868,"12,7"
el- och energiprogrammet,engelska 5,90685868,"13,2"
fordons- och transportprogrammet,engelska 5,90685868,"9,6"
handels- och administrationsprogrammet,engelska 5,90685868,"12,8"
hantverksprogrammet,engelska 5,90685868,..
vård- och omsorgsprogrammet,engelska 5,90685868,"10,4"
bygg- och anläggningsprogrammet,engelska 5,24501884,"11,1"
naturbruksprogrammet,engelska 5,24501884,"13,3"
fordons- och transportprogrammet,engelska 5,56084099,"11,8"
industritekniska programmet,engelska 5,56084099,"10,4"
handels- och administrationsprogrammet,engelska 5,80711021,"9,6"
hantverksprogrammet,engelska 5,80711021,"13,0"
bygg- och anläggningsprogrammet,engelska 5,17648596,"13,0"
restaurang- och livsmedelsprogrammet,engelska 5,16720048,"12,1"
handels- och administrationsprogrammet,engelska 5,13960635,..
bygg- och anläggningsprogrammet,engelska 5,39341381,..
el- och energiprogrammet,engelska 5,39341381,..
fordons- och transportprogrammet,engelska 5,39341381,..
handels- och administrationsprogrammet,engelska 5,39341381,"8,2"
barn- och fritidsprogrammet,engelska 5,60088179,"10,9"
vvs- och fastighetsprogrammet,engelska 5,60088179,"12,3"
vård- och omsorgsprogrammet,engelska 5,60088179,"12,0"
el- och energiprogrammet,engelska 5,28391147,"15,1"
el- och energiprogrammet,engelska 5,77843821,..
bygg- och anläggningsprogrammet,engelska 5,29209307,"10,4"
fordons- och transportprogrammet,engelska 5,29209307,"9,3"
vård- och omsorgsprogrammet,engelska 5,21778322,"10,8"
el- och energiprogrammet,engelska 5,31380193,..
handels- och administrationsprogrammet,engelska 5,31380193,"11,3"
hantverksprogrammet,engelska 5,31380193,..
restaurang- och livsmedelsprogrammet,engelska 5,31380193,"13,5"
bygg- och anläggningsprogrammet,engelska 5,90290154,"10,0"
el- och energiprogrammet,engelska 5,90290154,"12,8"
hantverksprogrammet,engelska 5,90290154,"10,0"
vvs- och fastighetsprogrammet,engelska 5,90290154,"11,0"
vård- och omsorgsprogrammet,engelska 5,90290154,"5,0"
barn- och fritidsprogrammet,engelska 5,25847233,"13,2"
handels- och administrationsprogrammet,engelska 5,25847233,"12,6"
vård- och omsorgsprogrammet,engelska 5,25847233,"12,1"
bygg- och anläggningsprogrammet,engelska 5,92816527,"11,8"
el- och energiprogrammet,engelska 5,92816527,"13,8"
fordons- och transportprogrammet,engelska 5,92816527,"11,8"
hantverksprogrammet,engelska 5,92816527,"11,5"
restaurang- och livsmedelsprogrammet,engelska 5,92816527,"13,8"
el- och energiprogrammet,engelska 5,56802300,..
industritekniska programmet,engelska 5,56802300,..
vård- och omsorgsprogrammet,engelska 5,56802300,"11,3"
fordons- och transportprogrammet,engelska 5,15149235,"12,0"
restaurang- och livsmedelsprogrammet,engelska 5,15149235,"11,5"
el- och energiprogrammet,engelska 5,77379848,..
fordons- och transportprogrammet,engelska 5,77379848,..
vård- och omsorgsprogrammet,engelska 5,77379848,..
el- och energiprogrammet,engelska 5,13981977,"10,7"
industritekniska programmet,engelska 5,13981977,..
bygg- och anläggningsprogrammet,engelska 5,24538846,"13,3"
barn- och fritidsprogrammet,engelska 5,36886750,..
handels- och administrationsprogrammet,engelska 5,36886750,"11,5"
barn- och fritidsprogrammet,engelska 5,67422309,"13,5"
bygg- och anläggningsprogrammet,engelska 5,67422309,"12,2"
el- och energiprogrammet,engelska 5,67422309,..
vård- och omsorgsprogrammet,engelska 5,67422309,"7,0"
handels- och administrationsprogrammet,engelska 5,67058407,"10,4"
bygg- och anläggningsprogrammet,engelska 5,34421265,"12,2"
fordons- och transportprogrammet,engelska 5,34421265,"11,4"
industritekniska programmet,engelska 5,34421265,..
naturbruksprogrammet,engelska 5,34421265,"13,4"
bygg- och anläggningsprogrammet,engelska 5,15791044,"10,8"
el- och energiprogrammet,engelska 5,15791044,"10,8"
vård- och omsorgsprogrammet,engelska 5,15791044,"12,1"
hantverksprogrammet,engelska 5,98696836,"14,1"
bygg- och anläggningsprogrammet,engelska 5,82160887,"11,3"
el- och energiprogrammet,engelska 5,82160887,"15,0"
el- och energiprogrammet,engelska 5,23175129,"14,3"
industritekniska programmet,engelska 5,23175129,..
handels- och administrationsprogrammet,engelska 5,64908550,"12,3"
el- och energiprogrammet,engelska 5,99710631,..
sjöfartsutbildningen,engelska 5,77358716,"14,3"
el- och energiprogrammet,engelska 5,49739986,"10,7"
el- och energiprogrammet,engelska 5,29225010,"14,1"
bygg- och anläggningsprogrammet,engelska 5,33249781,"10,3"
naturbruksprogrammet,engelska 5,33249781,"10,8"
barn- och fritidsprogrammet,engelska 5,64648566,..
handels- och administrationsprogrammet,engelska 5,64648566,"11,0"
hantverksprogrammet,engelska 5,64648566,"10,0"
bygg- och anläggningsprogrammet,engelska 5,18691102,"7,8"
el- och energiprogrammet,engelska 5,18691102,"11,1"
hantverksprogrammet,engelska 5,18691102,..
industritekniska programmet,engelska 5,18691102,..
vvs- och fastighetsprogrammet,engelska 5,18691102,"9,2"
vård- och omsorgsprogrammet,engelska 5,65421426,"8,3"
bygg- och anläggningsprogrammet,engelska 5,24349146,"12,8"
el- och energiprogrammet,engelska 5,24349146,"15,0"
fordons- och transportprogrammet,engelska 5,24349146,"13,0"
vvs- och fastighetsprogrammet,engelska 5,24349146,"14,0"
barn- och fritidsprogrammet,engelska 5,15933512,"10,9"
handels- och administrationsprogrammet,engelska 5,15933512,"10,3"
hantverksprogrammet,engelska 5,15933512,"11,9"
restaurang- och livsmedelsprogrammet,engelska 5,15933512,"11,1"
bygg- och anläggningsprogrammet,engelska 5,47692481,"11,4"
handels- och administrationsprogrammet,engelska 5,47692481,"7,3"
vvs- och fastighetsprogrammet,engelska 5,47692481,..
vård- och omsorgsprogrammet,engelska 5,47692481,"9,3"
barn- och fritidsprogrammet,engelska 5,64693272,..
fordons- och transportprogrammet,engelska 5,64693272,"10,4"
naturbruksprogrammet,engelska 5,64693272,..
restaurang- och livsmedelsprogrammet,engelska 5,18072172,..
vvs- och fastighetsprogrammet,engelska 5,18072172,..
bygg- och anläggningsprogrammet,engelska 5,85188855,"10,5"
el- och energiprogrammet,engelska 5,85188855,"14,7"
fordons- och transportprogrammet,engelska 5,85188855,"13,2"
handels- och administrationsprogrammet,engelska 5,85188855,"11,0"
industritekniska programmet,engelska 5,85188855,..
naturbruksprogrammet,engelska 5,85188855,"13,9"
restaurang- och livsmedelsprogrammet,engelska 5,85188855,..
vvs- och fastighetsprogrammet,engelska 5,85188855,..
el- och energiprogrammet,engelska 5,39528347,"14,3"
restaurang- och livsmedelsprogrammet,engelska 5,39528347,"14,0"
bygg- och anläggningsprogrammet,engelska 5,85473846,"10,6"
fordons- och transportprogrammet,engelska 5,85473846,"12,0"
handels- och administrationsprogrammet,engelska 5,85473846,"12,9"
hantverksprogrammet,engelska 5,85473846,"12,5"
vvs- och fastighetsprogrammet,engelska 5,29744774,"12,7"
barn- och fritidsprogrammet,engelska 5,89690587,"11,1"
industritekniska programmet,engelska 5,20768651,"12,0"
bygg- och anläggningsprogrammet,engelska 5,32239920,"12,7"
el- och energiprogrammet,engelska 5,32239920,"12,9"
fordons- och transportprogrammet,engelska 5,98781765,"13,6"
vård- och omsorgsprogrammet,engelska 5,87112995,"9,5"
barn- och fritidsprogrammet,engelska 5,18686599,"9,8"
barn- och fritidsprogrammet,engelska 5,93779220,"9,5"
handels- och administrationsprogrammet,engelska 5,53279140,"10,0"
hantverksprogrammet,engelska 5,53279140,"10,1"
restaurang- och livsmedelsprogrammet,engelska 5,53279140,"10,6"
barn- och fritidsprogrammet,engelska 5,80785976,"12,1"
el- och energiprogrammet,engelska 5,80785976,"12,7"
hantverksprogrammet,engelska 5,80785976,"11,9"
barn- och fritidsprogrammet,engelska 5,47559319,"13,8"
bygg- och anläggningsprogrammet,engelska 5,56187883,"12,0"
el- och energiprogrammet,engelska 5,56187883,"12,3"
fordons- och transportprogrammet,engelska 5,56187883,"13,6"
handels- och administrationsprogrammet,engelska 5,56187883,"10,3"
hantverksprogrammet,engelska 5,56187883,"12,7"
naturbruksprogrammet,engelska 5,56187883,"14,6"
restaurang- och livsmedelsprogrammet,engelska 5,56187883,"14,8"
el- och energiprogrammet,engelska 5,51023367,"13,8"
fordons- och transportprogrammet,engelska 5,51023367,..
handels- och administrationsprogrammet,engelska 5,51023367,"11,1"
restaurang- och livsmedelsprogrammet,engelska 5,51023367,"13,9"
vård- och omsorgsprogrammet,engelska 5,51023367,"7,9"
industritekniska programmet,engelska 5,95069937,"12,0"
barn- och fritidsprogrammet,engelska 5,52690153,..
bygg- och anläggningsprogrammet,engelska 5,52690153,..
el- och energiprogrammet,engelska 5,52690153,..
fordons- och transportprogrammet,engelska 5,52690153,..
restaurang- och livsmedelsprogrammet,engelska 5,52690153,..
ekonomiprogrammet,engelska 6,74776778,"14,5"
teknikprogrammet,engelska 6,18345915,"14,2"
humanistiska programmet,engelska 6,68229719,"17,1"
samhällsvetenskapsprogrammet,engelska 6,68229719,"14,4"
estetiska programmet,engelska 6,61004230,"14,8"
naturvetenskapsprogrammet,engelska 6,61004230,"14,5"
hotell- och turismprogrammet,engelska 6,71262305,"10,4"
ekonomiprogrammet,engelska 6,71262305,"12,5"
naturvetenskapsprogrammet,engelska 6,71262305,"14,5"
teknikprogrammet,engelska 6,71262305,"16,4"
naturvetenskapsprogrammet,engelska 6,55795961,"19,0"
samhällsvetenskapsprogrammet,engelska 6,55795961,..
teknikprogrammet,engelska 6,55795961,..
ekonomiprogrammet,engelska 6,84947634,"11,7"
naturvetenskapsprogrammet,engelska 6,84947634,"15,8"
estetiska programmet,engelska 6,23517336,"13,3"
ekonomiprogrammet,engelska 6,48009865,"13,3"
naturvetenskapsprogrammet,engelska 6,48009865,"14,6"
samhällsvetenskapsprogrammet,engelska 6,48009865,"14,8"
teknikprogrammet,engelska 6,48009865,"15,9"
estetiska programmet,engelska 6,82840198,"14,2"
naturvetenskapsprogrammet,engelska 6,82840198,..
samhällsvetenskapsprogrammet,engelska 6,82840198,"13,3"
naturvetenskapsprogrammet,engelska 6,18208087,"15,6"
samhällsvetenskapsprogrammet,engelska 6,18208087,..
teknikprogrammet,engelska 6,18208087,"16,9"
ekonomiprogrammet,engelska 6,89982804,"13,0"
hotell- och turismprogrammet,engelska 6,19464342,..
estetiska programmet,engelska 6,19464342,..
naturvetenskapsprogrammet,engelska 6,19464342,"15,3"
samhällsvetenskapsprogrammet,engelska 6,19464342,"15,4"
naturvetenskapsprogrammet,engelska 6,32960825,"14,8"
teknikprogrammet,engelska 6,32960825,"15,9"
estetiska programmet,engelska 6,43609520,"14,0"
ekonomiprogrammet,engelska 6,97968599,"15,0"
samhällsvetenskapsprogrammet,engelska 6,97968599,"13,3"
naturvetenskapsprogrammet,engelska 6,91748148,"16,0"
teknikprogrammet,engelska 6,91748148,"15,1"
ekonomiprogrammet,engelska 6,42218661,"11,6"
estetiska programmet,engelska 6,42218661,"13,3"
samhällsvetenskapsprogrammet,engelska 6,42218661,"12,1"
samhällsvetenskapsprogrammet,engelska 6,74434644,"13,4"
ekonomiprogrammet,engelska 6,42022406,"11,7"
estetiska programmet,engelska 6,42022406,"16,3"
naturvetenskapsprogrammet,engelska 6,42022406,"15,5"
teknikprogrammet,engelska 6,42022406,"15,0"
humanistiska programmet,engelska 6,65192707,"15,5"
naturvetenskapsprogrammet,engelska 6,65192707,"16,4"
teknikprogrammet,engelska 6,65192707,"14,9"
hotell- och turismprogrammet,engelska 6,23424275,"12,5"
naturvetenskapsprogrammet,engelska 6,43634528,"15,9"
samhällsvetenskapsprogrammet,engelska 6,36263479,"14,7"
estetiska programmet,engelska 6,56679384,"12,9"
humanistiska programmet,engelska 6,30538202,"15,2"
ekonomiprogrammet,engelska 6,19150273,..
samhällsvetenskapsprogrammet,engelska 6,19150273,"14,2"
estetiska programmet,engelska 6,69018222,"14,9"
teknikprogrammet,engelska 6,69018222,"15,1"
estetiska programmet,engelska 6,64284020,"13,8"
naturvetenskapsprogrammet,engelska 6,53400472,"13,3"
samhällsvetenskapsprogrammet,engelska 6,53400472,"11,8"
ekonomiprogrammet,engelska 6,97758137,"10,3"
estetiska programmet,engelska 6,97758137,..
naturvetenskapsprogrammet,engelska 6,97758137,"6,3"
samhällsvetenskapsprogrammet,engelska 6,97758137,"5,7"
ekonomiprogrammet,engelska 6,26334561,"15,0"
naturvetenskapsprogrammet,engelska 6,26334561,"18,0"
samhällsvetenskapsprogrammet,engelska 6,26334561,"15,0"
teknikprogrammet,engelska 6,26334561,"16,7"
ekonomiprogrammet,engelska 6,40386043,"13,1"
estetiska programmet,engelska 6,40386043,"14,3"
humanistiska programmet,engelska 6,40386043,"15,8"
naturvetenskapsprogrammet,engelska 6,40386043,"14,2"
samhällsvetenskapsprogrammet,engelska 6,40386043,"12,7"
teknikprogrammet,engelska 6,40386043,"15,1"
ekonomiprogrammet,engelska 6,59483268,"15,1"
naturvetenskapsprogrammet,engelska 6,59483268,"15,7"
samhällsvetenskapsprogrammet,engelska 6,59483268,"11,3"
estetiska programmet,engelska 6,33685428,"14,6"
samhällsvetenskapsprogrammet,engelska 6,32879845,"14,5"
samhällsvetenskapsprogrammet,engelska 6,88573795,..
ekonomiprogrammet,engelska 6,20699742,"15,7"
naturvetenskapsprogrammet,engelska 6,21663998,"16,8"
teknikprogrammet,engelska 6,21663998,"14,4"
naturvetenskapsprogrammet,engelska 6,20595770,"16,9"
samhällsvetenskapsprogrammet,engelska 6,20595770,"13,9"
naturbruksprogrammet,engelska 6,82814120,"16,2"
ekonomiprogrammet,engelska 6,82814120,"14,6"
samhällsvetenskapsprogrammet,engelska 6,82814120,"15,1"
ekonomiprogrammet,engelska 6,45164827,"18,3"
naturvetenskapsprogrammet,engelska 6,45164827,"18,7"
samhällsvetenskapsprogrammet,engelska 6,45164827,..
ekonomiprogrammet,engelska 6,10924758,"12,1"
ekonomiprogrammet,engelska 6,34153869,"11,7"
