program,skolkod,antal_elever
hantverksprogrammet,19586169,..
hantverksprogrammet,31279294,..
hantverksprogrammet,11111710,24
hantverksprogrammet,90551279,13
hantverksprogrammet,69686851,45
hantverksprogrammet,59396229,66
hantverksprogrammet,85068812,..
hantverksprogrammet,36444853,29
hantverksprogrammet,65752105,..
hantverksprogrammet,10638939,..
hantverksprogrammet,88556189,..
hantverksprogrammet,44653962,17
hantverksprogrammet,87764775,11
hantverksprogrammet,66335258,20
hantverksprogrammet,44392995,26
hantverksprogrammet,80327946,..
hantverksprogrammet,42859669,11
hantverksprogrammet,92905347,..
hantverksprogrammet,19560192,..
hantverksprogrammet,56529916,11
hantverksprogrammet,12279302,19
hantverksprogrammet,17849518,..
hantverksprogrammet,77688926,16
hantverksprogrammet,37358234,14
hantverksprogrammet,42573391,..
hantverksprogrammet,97270136,10
hantverksprogrammet,30530571,..
hantverksprogrammet,96024712,10
hantverksprogrammet,40829056,..
hantverksprogrammet,39583059,39
hantverksprogrammet,46145886,..
hantverksprogrammet,48722826,..
hantverksprogrammet,97596286,23
hantverksprogrammet,67554405,12
hantverksprogrammet,86473502,..
hantverksprogrammet,64569393,18
hantverksprogrammet,87262566,..
hantverksprogrammet,23457902,..
hantverksprogrammet,44417214,..
hantverksprogrammet,86158933,11
hantverksprogrammet,36072799,26
hantverksprogrammet,81551726,..
hantverksprogrammet,76195214,..
hantverksprogrammet,23306658,..
hantverksprogrammet,17944628,14
hantverksprogrammet,26167236,17
hantverksprogrammet,64648904,16
hantverksprogrammet,53896162,13
hantverksprogrammet,11185244,23
hantverksprogrammet,69063711,..
hantverksprogrammet,35894996,23
hantverksprogrammet,68748767,11
hantverksprogrammet,20984584,..
hantverksprogrammet,31155312,12
hantverksprogrammet,61823258,13
hantverksprogrammet,79994304,..
hantverksprogrammet,11608031,..
hantverksprogrammet,67752682,11
hantverksprogrammet,91812793,11
hantverksprogrammet,14355031,14
hantverksprogrammet,72891848,..
hantverksprogrammet,25745773,..
hantverksprogrammet,14278480,19
hantverksprogrammet,28023078,32
hantverksprogrammet,13963517,..
hantverksprogrammet,51736304,..
hantverksprogrammet,53180719,19
hantverksprogrammet,72421673,12
hantverksprogrammet,41878314,..
hantverksprogrammet,18711877,..
hantverksprogrammet,90990441,..
hantverksprogrammet,42911621,11
hantverksprogrammet,26508763,23
hantverksprogrammet,14504503,..
hantverksprogrammet,81997762,..
hantverksprogrammet,34222422,..
hantverksprogrammet,84230226,..
hantverksprogrammet,94167577,..
hantverksprogrammet,33132452,..
hantverksprogrammet,63943560,16
hantverksprogrammet,85516596,57
hantverksprogrammet,38236800,..
hantverksprogrammet,59026584,79
hantverksprogrammet,65666808,44
hantverksprogrammet,80357110,23
hantverksprogrammet,16501673,..
hantverksprogrammet,73217812,28
hantverksprogrammet,36769815,23
hantverksprogrammet,65034473,..
hantverksprogrammet,29159460,..
hantverksprogrammet,14586562,..
hantverksprogrammet,95368476,..
hantverksprogrammet,86488203,..
hantverksprogrammet,25156286,10
hantverksprogrammet,71969230,..
hantverksprogrammet,91048178,..
hantverksprogrammet,76942525,..
hantverksprogrammet,50424828,..
hantverksprogrammet,60727136,..
hantverksprogrammet,45132264,24
hantverksprogrammet,73316818,32
hantverksprogrammet,91905819,10
hantverksprogrammet,36480690,11
hantverksprogrammet,24787883,16
hantverksprogrammet,69865450,..
hantverksprogrammet,31112935,11
hantverksprogrammet,49872493,..
hantverksprogrammet,92442684,..
hantverksprogrammet,82251333,..
hantverksprogrammet,84908877,..
hantverksprogrammet,24277564,..
hantverksprogrammet,96152872,..
hantverksprogrammet,44738639,16
hantverksprogrammet,96194948,22
hantverksprogrammet,25955541,13
hantverksprogrammet,90685868,..
hantverksprogrammet,80711021,23
hantverksprogrammet,31380193,..
hantverksprogrammet,90290154,..
hantverksprogrammet,92816527,17
hantverksprogrammet,98696836,..
hantverksprogrammet,64648566,..
hantverksprogrammet,18691102,..
hantverksprogrammet,15933512,42
hantverksprogrammet,47692481,..
hantverksprogrammet,85188855,..
hantverksprogrammet,85473846,11
hantverksprogrammet,53279140,..
hantverksprogrammet,80785976,..
hantverksprogrammet,56187883,18
hotell- och turismprogrammet,71262305,..
hotell- och turismprogrammet,19464342,..
hotell- och turismprogrammet,23424275,15
hotell- och turismprogrammet,88573795,10
hotell- och turismprogrammet,73255276,22
hotell- och turismprogrammet,58724424,..
hotell- och turismprogrammet,31429031,18
hotell- och turismprogrammet,25679488,..
hotell- och turismprogrammet,36782335,..
hotell- och turismprogrammet,21648755,12
hotell- och turismprogrammet,69481650,16
hotell- och turismprogrammet,95165649,36
hotell- och turismprogrammet,12994441,..
hotell- och turismprogrammet,10638939,..
hotell- och turismprogrammet,44341171,16
hotell- och turismprogrammet,32671805,..
hotell- och turismprogrammet,28398531,30
hotell- och turismprogrammet,80327946,20
hotell- och turismprogrammet,70923626,..
hotell- och turismprogrammet,47550455,20
hotell- och turismprogrammet,38167912,..
hotell- och turismprogrammet,80686587,21
hotell- och turismprogrammet,62439199,20
hotell- och turismprogrammet,19741742,10
hotell- och turismprogrammet,30530571,..
hotell- och turismprogrammet,11673760,25
hotell- och turismprogrammet,38400227,13
hotell- och turismprogrammet,83829189,..
hotell- och turismprogrammet,97064126,..
hotell- och turismprogrammet,62104139,11
hotell- och turismprogrammet,41844601,23
hotell- och turismprogrammet,70969556,..
hotell- och turismprogrammet,44417214,..
hotell- och turismprogrammet,14102256,15
hotell- och turismprogrammet,54839753,..
hotell- och turismprogrammet,26167236,14
hotell- och turismprogrammet,63035915,23
hotell- och turismprogrammet,77609073,16
hotell- och turismprogrammet,68748767,11
hotell- och turismprogrammet,20984584,..
hotell- och turismprogrammet,11608031,..
hotell- och turismprogrammet,68381790,14
hotell- och turismprogrammet,75340089,..
hotell- och turismprogrammet,91812793,16
hotell- och turismprogrammet,72891848,..
hotell- och turismprogrammet,22426680,13
hotell- och turismprogrammet,53180719,..
hotell- och turismprogrammet,60424371,13
hotell- och turismprogrammet,41555549,..
hotell- och turismprogrammet,78690637,19
hotell- och turismprogrammet,87303004,..
hotell- och turismprogrammet,26508763,22
hotell- och turismprogrammet,76903284,10
hotell- och turismprogrammet,81997762,10
hotell- och turismprogrammet,14448619,..
hotell- och turismprogrammet,27023528,30
hotell- och turismprogrammet,38236800,..
hotell- och turismprogrammet,30677562,52
hotell- och turismprogrammet,55825382,..
hotell- och turismprogrammet,92949043,12
hotell- och turismprogrammet,84329061,..
hotell- och turismprogrammet,91048178,..
hotell- och turismprogrammet,76942525,..
hotell- och turismprogrammet,16496466,..
hotell- och turismprogrammet,69865450,..
hotell- och turismprogrammet,37316242,31
hotell- och turismprogrammet,28646435,25
hotell- och turismprogrammet,92442684,10
hotell- och turismprogrammet,84908877,..
hotell- och turismprogrammet,14799321,..
hotell- och turismprogrammet,56041699,..
hotell- och turismprogrammet,80711021,22
hotell- och turismprogrammet,15149235,..
hotell- och turismprogrammet,15791044,..
hotell- och turismprogrammet,15933512,20
hotell- och turismprogrammet,47692481,..
hotell- och turismprogrammet,85188855,..
hotell- och turismprogrammet,53279140,17
humanistiska programmet,68229719,..
humanistiska programmet,65192707,26
humanistiska programmet,30538202,28
humanistiska programmet,40386043,12
humanistiska programmet,34153869,..
humanistiska programmet,51138448,..
humanistiska programmet,25720752,11
humanistiska programmet,31533003,11
humanistiska programmet,36782335,..
humanistiska programmet,54965510,20
humanistiska programmet,69983740,..
humanistiska programmet,70066748,38
humanistiska programmet,68734112,..
humanistiska programmet,53462953,..
humanistiska programmet,30468157,..
humanistiska programmet,96684210,16
humanistiska programmet,40766349,..
humanistiska programmet,31199511,..
humanistiska programmet,11102578,..
humanistiska programmet,17944628,19
humanistiska programmet,75939593,25
humanistiska programmet,56639389,16
humanistiska programmet,69063711,..
humanistiska programmet,65722876,26
humanistiska programmet,31822012,12
humanistiska programmet,58544422,14
humanistiska programmet,12130801,..
humanistiska programmet,78690637,16
humanistiska programmet,30279258,24
humanistiska programmet,26996566,..
humanistiska programmet,94167577,..
humanistiska programmet,41938272,11
humanistiska programmet,49068301,..
humanistiska programmet,88839172,24
humanistiska programmet,88955893,29
humanistiska programmet,42775003,63
humanistiska programmet,32071849,..
humanistiska programmet,90076461,24
humanistiska programmet,31486865,..
humanistiska programmet,63993414,..
humanistiska programmet,32995170,13
humanistiska programmet,32550660,25
humanistiska programmet,49868916,..
humanistiska programmet,74919147,..
humanistiska programmet,36355200,..
humanistiska programmet,88025221,19
humanistiska programmet,46986216,19
humanistiska programmet,65392939,..
humanistiska programmet,56886667,13
humanistiska programmet,77797484,13
humanistiska programmet,47559319,..
industritekniska programmet,93221031,..
industritekniska programmet,71262305,..
industritekniska programmet,97870412,14
industritekniska programmet,18208087,..
industritekniska programmet,83474173,..
industritekniska programmet,88445871,..
industritekniska programmet,64284020,16
industritekniska programmet,98132436,..
industritekniska programmet,88259298,..
industritekniska programmet,17846181,..
industritekniska programmet,16950252,13
industritekniska programmet,48434184,..
industritekniska programmet,56421429,..
industritekniska programmet,17008320,..
industritekniska programmet,56737496,..
industritekniska programmet,55155562,..
industritekniska programmet,95683850,29
industritekniska programmet,35063170,..
industritekniska programmet,67279303,14
industritekniska programmet,90267145,..
industritekniska programmet,16819383,15
industritekniska programmet,53660780,105
industritekniska programmet,51321260,21
industritekniska programmet,58502307,14
industritekniska programmet,70969714,..
industritekniska programmet,81993306,12
industritekniska programmet,16313848,..
industritekniska programmet,54172830,..
industritekniska programmet,86385479,..
industritekniska programmet,92905347,..
industritekniska programmet,47550455,21
industritekniska programmet,20620556,..
industritekniska programmet,17173461,..
industritekniska programmet,46660042,..
industritekniska programmet,46162400,10
industritekniska programmet,18091973,..
industritekniska programmet,19909435,11
industritekniska programmet,30530571,..
industritekniska programmet,38645259,..
industritekniska programmet,39805497,..
industritekniska programmet,83829189,26
industritekniska programmet,48722826,..
industritekniska programmet,60209222,11
industritekniska programmet,84286698,..
industritekniska programmet,87262566,..
industritekniska programmet,56947954,14
industritekniska programmet,72022487,11
industritekniska programmet,74316305,..
industritekniska programmet,72109637,..
industritekniska programmet,81551726,..
industritekniska programmet,82002016,..
industritekniska programmet,23306658,13
industritekniska programmet,69306209,15
industritekniska programmet,12954099,..
industritekniska programmet,26167236,..
industritekniska programmet,66824652,..
industritekniska programmet,49168016,..
industritekniska programmet,92814975,..
industritekniska programmet,25648215,..
industritekniska programmet,13006857,10
industritekniska programmet,16956086,..
industritekniska programmet,47884009,..
industritekniska programmet,55421481,..
industritekniska programmet,16702464,..
industritekniska programmet,32887559,15
industritekniska programmet,15609112,..
industritekniska programmet,39199869,..
industritekniska programmet,88750078,..
industritekniska programmet,41555549,..
